Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Jacksonville Jumbo Shrimp,Triple-A,vs Left,1,1,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Jacksonville Jumbo Shrimp,Triple-A,vs Right,7,7,,4,1,0,0,1,0,1,,,0,.571,.571,.714,1.285
