BATTERS - COL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BlackmonRF,3,0,0,0,1,1,1,.266,.780
BryantLF,3,1,0,0,1,0,2,.284,.714
Rodgers2B,4,0,1,0,0,0,0,.258,.736
CronDH,2,0,0,0,2,0,1,.295,.898
McMahon3B,4,0,0,0,0,1,3,.241,.711
IglesiasSS,3,0,0,0,0,0,2,.289,.714
GrichukCF,3,0,0,0,0,1,1,.248,.674
HampsonCF,0,0,0,0,0,0,0,.227,.677
"Montero, E1B",3,0,0,0,0,3,0,.167,.394
ServenC,2,0,0,0,0,1,0,.286,.816
,27,1,1,0,4,7,10,,
