BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,5,0,0,1,0,1,5,.272,.884
TurnerSS,2,0,0,0,2,0,0,.306,.838
"Freeman, F1B",4,0,1,0,0,0,1,.301,.867
Muncy2B,4,0,0,0,0,1,3,.167,.642
"Turner, J3B",4,0,2,0,0,0,2,.245,.707
LambDH,3,0,0,0,1,2,3,.231,.837
BellingerCF,4,2,3,0,0,0,1,.213,.669
LuxLF,3,0,2,0,1,0,1,.295,.762
"Barnes, AC",2,0,0,0,0,0,2,.174,.657
"a-Smith, W.D.PH",0,0,0,0,1,0,0,.253,.801
,31,2,8,1,5,4,18,,
