Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,23.4,2,1.4,1,1,1,1,50.0
2017,,21.7,15,15.6,-1,4,14,6,40.0
2018,,22.2,21,19.3,2,10,13,9,42.9
2019,,23.0,15,13.8,1,4,11,5,33.3
2020,,22.8,16,14.8,1,5,12,6,37.5
2021,,23.2,23,23.6,-1,5,17,11,47.8
2022,,23.7,14,13.4,1,5,13,4,28.6
Player,,22.8,106,101.9,4,34,81,42,39.6
