PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Severino, L",4.0,3,2,2,3,4,0,3.41
Trivino,1.0,1,0,0,0,1,0,4.76
Effross,1.0,0,0,0,0,0,0,2.65
Marinaccio,0.1,2,0,0,0,0,0,2.18
Loáisiga,1.2,1,0,0,0,1,0,4.27
Holmes,1.0,0,0,0,0,0,0,2.54
"Schmidt(L, 5-5)",0.2,1,1,0,0,1,0,3.35
,9.2,8,3,2,3,7,0,
