Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Colorado Rockies,MLB,No Outs,,,,31,,,64.1,285,75,,,18,19,58,1.46
Colorado Rockies,MLB,One Out,,,,31,,,61.1,267,65,,,9,27,37,1.50
Colorado Rockies,MLB,Two Outs,,,,31,,,55.1,227,45,,,3,17,55,1.12
