BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
TurnerSS,4,1,3,2,0,1,1,.353,.861
"Freeman, F1B",3,1,0,1,0,2,1,.250,.668
"Turner, J3B",4,0,0,0,0,0,3,.194,.480
Muncy2B,3,0,0,0,1,1,1,.148,.639
RiosDH,4,1,1,0,0,1,1,.250,.500
"Taylor, ChRF",4,0,1,2,0,1,0,.370,.919
BellingerCF,3,0,2,0,0,0,1,.286,.823
LuxLF,2,1,0,0,1,1,2,.348,1.057
"Barnes, AC",3,1,1,0,0,0,2,.400,1.400
,30,5,8,5,2,7,12,,
