Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2018,3 Teams,,Minors,SS,12,12,106.0,50,16,34,0,5,,1.000
2018,AZL Cubs 1,AZL,ROK,SS,3,3,26.0,12,2,10,0,1,,1.000
2018,Eugene Emeralds,NWL,A(Short),SS,5,5,44.0,19,9,10,0,2,,1.000
2018,Eugene Emeralds,NWL,A(Short),DH,2,2,0.0,0,0,0,0,0,,.000
2018,South Bend Cubs,MID,A(Full),SS,4,4,36.0,19,5,14,0,2,,1.000
2019,2 Teams,,Minors,2B,17,15,130.0,56,22,33,1,3,,.982
2019,2 Teams,,Minors,SS,47,43,370.1,171,66,95,10,21,,.942
2019,2 Teams,,Minors,DH,2,2,0.0,0,0,0,0,0,,.000
2019,AZL Cubs 2,AZL,ROK,2B,1,1,6.0,1,0,1,0,0,,1.000
2019,AZL Cubs 2,AZL,ROK,SS,3,3,21.0,8,4,4,0,1,,1.000
2019,AZL Cubs 2,AZL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
2019,Tennessee Smokies,SOU,AA,2B,16,14,124.0,55,22,32,1,3,,.982
2019,Tennessee Smokies,SOU,AA,SS,44,40,349.1,163,62,91,10,20,,.939
2019,Tennessee Smokies,SOU,AA,CF,11,11,91.0,25,21,3,1,1,,.960
2019,Tennessee Smokies,SOU,AA,DH,1,1,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,SS,5,5,29.0,10,2,8,0,0,,1.000
2021,South Bend Cubs,MID,A+,SS,1,1,3.0,2,0,2,0,0,,1.000
2021,Iowa Cubs,INT,AAA,2B,4,4,20.0,8,2,5,1,0,,.875
2021,Iowa Cubs,INT,AAA,SS,4,4,26.0,8,2,6,0,0,,1.000
,2 Teams,,ROK,SS,6,6,47.0,20,6,14,0,2,,1.000
,AZL Cubs Red,AZL,ROK,2B,1,1,6.0,1,0,1,0,0,,1.000
,AZL Cubs Red,AZL,ROK,DH,1,1,0.0,0,0,0,0,0,,.000
,Iowa Cubs,INT,AAA,2B,4,4,20.0,8,2,5,1,0,,.875
,Iowa Cubs,INT,AAA,SS,4,4,26.0,8,2,6,0,0,,1.000
,Tennessee Smokies,SOU,AA,2B,16,14,124.0,55,22,32,1,3,,.982
,Tennessee Smokies,SOU,AA,SS,44,40,349.1,163,62,91,10,20,,.939
,Tennessee Smokies,SOU,AA,CF,11,11,91.0,25,21,3,1,1,,.960
,Tennessee Smokies,SOU,AA,DH,1,1,0.0,0,0,0,0,0,,.000
,South Bend Cubs,MID,A+,SS,1,1,3.0,2,0,2,0,0,,1.000
,South Bend Cubs,MID,A,SS,4,4,36.0,19,5,14,0,2,,1.000
,Eugene Emeralds,NWL,A(Short),SS,5,5,44.0,19,9,10,0,2,,1.000
,Eugene Emeralds,NWL,A(Short),DH,2,2,0.0,0,0,0,0,0,,.000
,3 Teams,,Minors,2B,21,19,150.0,64,24,38,2,3,,.969
,4 Teams,,Minors,SS,58,54,458.1,211,78,123,10,24,,.953
,1 Teams,,Minors,CF,11,11,91.0,25,21,3,1,1,,.960
Career Minors,3 Teams,,,DH,4,4,0.0,0,0,0,0,0,,.000
