Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2006,Johnson City Cardinals,APP,ROK,SS,37,37,300.1,146,51,73,22,19,,.849
2006,Johnson City Cardinals,APP,ROK,DH,14,13,0.0,0,0,0,0,0,,.000
2007,2 Teams,,Minors,CF,66,63,550.1,113,101,11,1,2,,.991
2007,2 Teams,,Minors,CF,66,63,550.1,113,101,11,1,2,,.991
2007,Batavia Muckdogs,NYP,A(Short),LF,9,9,78.0,22,20,1,1,0,,.955
2007,Batavia Muckdogs,NYP,A(Short),CF,55,53,468.2,100,90,10,0,2,,1.000
2007,Swing of the Quad Cities,MID,A(Full),CF,11,10,81.2,13,11,1,1,0,,.923
2007,Swing of the Quad Cities,MID,A(Full),RF,1,0,1.0,0,0,0,0,0,,.000
2007,Swing of the Quad Cities,MID,A(Full),DH,2,0,0.0,0,0,0,0,0,,.000
2008,2 Teams,,Minors,CF,105,102,883.2,232,217,13,2,6,,.991
2008,2 Teams,,Minors,DH,2,0,0.0,0,0,0,0,0,,.000
2008,2 Teams,,Minors,CF,105,102,883.2,232,217,13,2,6,,.991
2008,2 Teams,,Minors,DH,2,0,0.0,0,0,0,0,0,,.000
2008,Quad Cities River Bandits,MID,A(Full),CF,83,83,716.0,193,180,11,2,5,,.990
2008,Quad Cities River Bandits,MID,A(Full),DH,1,0,0.0,0,0,0,0,0,,.000
2008,Palm Beach Cardinals,FSL,A(Adv),CF,22,19,167.2,39,37,2,0,1,,1.000
2008,Palm Beach Cardinals,FSL,A(Adv),RF,4,4,35.0,6,6,0,0,0,,1.000
2008,Palm Beach Cardinals,FSL,A(Adv),DH,1,0,0.0,0,0,0,0,0,,.000
2009,Palm Beach Cardinals,FSL,A(Adv),CF,107,87,783.1,206,196,6,4,2,,.981
2009,Palm Beach Cardinals,FSL,A(Adv),DH,6,5,0.0,0,0,0,0,0,,.000
2010,2 Teams,,Minors,CF,73,73,628.2,194,182,8,4,5,,.979
2010,2 Teams,,Minors,CF,73,73,628.2,194,182,8,4,5,,.979
2010,Palm Beach Cardinals,FSL,A(Adv),CF,64,64,565.2,173,162,8,3,5,,.983
2010,Palm Beach Cardinals,FSL,A(Adv),DH,4,4,0.0,0,0,0,0,0,,.000
2010,Springfield Cardinals,TEX,AA,LF,21,20,168.1,28,24,1,3,0,,.893
2010,Springfield Cardinals,TEX,AA,CF,9,9,63.0,21,20,0,1,0,,.952
2010,Springfield Cardinals,TEX,AA,RF,6,3,31.2,6,5,1,0,0,,1.000
2011,Springfield Cardinals,TEX,AA,CF,37,37,318.1,93,85,6,2,3,,.978
2012,Springfield Cardinals,TEX,AA,CF,2,2,13.0,4,4,0,0,0,,1.000
2012,Springfield Cardinals,TEX,AA,DH,10,8,0.0,0,0,0,0,0,,.000
2013,2 Teams,,Minors,CF,64,62,552.0,167,163,2,2,0,,.988
2013,2 Teams,,Minors,CF,64,62,552.0,167,163,2,2,0,,.988
2013,Springfield Cardinals,TEX,AA,CF,36,36,320.0,87,86,1,0,0,,1.000
2013,Springfield Cardinals,TEX,AA,RF,1,0,1.0,0,0,0,0,0,,.000
2013,Springfield Cardinals,TEX,AA,DH,6,6,0.0,0,0,0,0,0,,.000
2013,Memphis Redbirds,PCL,AAA,LF,2,1,4.0,1,1,0,0,0,,1.000
2013,Memphis Redbirds,PCL,AAA,CF,28,26,232.0,80,77,1,2,0,,.975
2014,Memphis Redbirds,PCL,AAA,LF,29,26,237.0,54,54,0,0,0,,1.000
2014,Memphis Redbirds,PCL,AAA,CF,59,58,491.2,143,137,3,3,1,,.979
2014,Memphis Redbirds,PCL,AAA,DH,5,4,0.0,0,0,0,0,0,,.000
2015,Memphis Redbirds,PCL,AAA,LF,2,2,16.0,6,6,0,0,0,,1.000
2015,Memphis Redbirds,PCL,AAA,CF,42,41,357.2,99,96,2,1,0,,.990
2015,Memphis Redbirds,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
2016,2 Teams,,Minors,CF,28,26,220.0,56,54,1,1,0,,.982
2016,2 Teams,,Minors,CF,28,26,220.0,56,54,1,1,0,,.982
