Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Boston Red Sox,MLB,First Inning,53,49,9,13,5,0,1,1,3,18,1,0,1,.265,.321,.429,.750
Cincinnati Reds,MLB,First Inning,90,82,13,17,3,0,3,6,7,26,0,1,1,.207,.278,.354,.632
Boston Red Sox,MLB,Second Inning,10,5,1,1,0,0,0,1,2,3,0,0,2,.200,.500,.200,.700
Cincinnati Reds,MLB,Second Inning,6,5,2,1,1,0,0,0,1,0,0,0,0,.200,.333,.400,.733
Cincinnati Reds,MLB,Third Inning,48,38,9,14,3,1,0,7,9,9,1,0,0,.368,.479,.500,.979
Boston Red Sox,MLB,Third Inning,40,39,7,7,1,0,1,4,1,12,0,0,0,.179,.200,.282,.482
Cincinnati Reds,MLB,Fourth Inning,45,41,7,10,1,0,1,1,4,5,1,0,0,.244,.311,.341,.652
Boston Red Sox,MLB,Fourth Inning,18,15,2,3,0,0,0,1,1,2,0,1,2,.200,.333,.200,.533
Boston Red Sox,MLB,Fifth Inning,29,26,3,6,2,0,1,5,3,8,0,0,0,.231,.310,.423,.733
Cincinnati Reds,MLB,Fifth Inning,37,36,2,3,0,0,0,0,1,14,1,0,0,.083,.108,.083,.191
Cincinnati Reds,MLB,Sixth Inning,46,41,8,10,2,0,2,4,5,10,0,0,0,.244,.326,.439,.765
Boston Red Sox,MLB,Sixth Inning,21,19,1,4,1,0,0,1,2,6,0,0,0,.211,.286,.263,.549
Boston Red Sox,MLB,Seventh Inning,23,21,4,5,0,0,2,5,1,5,0,0,1,.238,.304,.524,.828
Cincinnati Reds,MLB,Seventh Inning,36,30,2,5,0,0,2,7,4,11,1,0,0,.167,.250,.367,.617
Cincinnati Reds,MLB,Eighth Inning,46,41,7,12,0,0,2,7,4,16,1,1,0,.293,.348,.439,.787
Boston Red Sox,MLB,Eighth Inning,24,24,3,5,1,0,1,4,0,6,0,0,0,.208,.208,.375,.583
Boston Red Sox,MLB,Ninth Inning,14,13,2,5,2,0,0,1,1,5,0,0,0,.385,.429,.538,.967
Cincinnati Reds,MLB,Ninth Inning,28,22,6,8,1,0,1,7,6,8,1,0,0,.364,.500,.545,1.045
Boston Red Sox,MLB,Extra Innings,3,3,0,1,0,0,0,1,0,2,0,0,0,.333,.333,.333,.666
Cincinnati Reds,MLB,Extra Innings,5,4,1,1,0,0,0,0,1,1,1,0,0,.250,.400,.250,.650
