PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
"Fried(W, 9-2)",6.0,5,0,0,1,4,0,2.52
"O'Day(H, 5)",1.0,0,0,0,0,1,0,4.12
"Chavez(H, 6)",1.0,1,0,0,2,2,0,3.06
"Minter(S, 2)",1.0,1,0,0,0,1,0,1.80
,9.0,7,0,0,3,8,0,
