BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
WardRF,4,0,0,0,0,1,0,.324,1.057
TroutCF,3,0,1,0,1,1,1,.294,1.023
OhtaniDH,4,0,2,0,0,0,2,.260,.817
Rendon3B,2,0,0,0,0,0,1,.228,.707
Duffy3B,1,0,0,0,1,0,0,.302,.689
Walsh1B,4,0,0,0,0,2,3,.256,.765
StassiC,3,0,0,0,1,2,3,.239,.726
MarshLF,3,0,0,0,0,3,1,.254,.693
"Velazquez, ASS",3,0,0,0,0,2,1,.172,.492
Wade2B,1,0,0,0,0,0,0,.211,.536
a-RengifoPH-2B,2,0,0,0,0,0,0,.226,.624
,30,0,3,0,3,11,12,,
