PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Gonsolin(W, 8-0)",6.1,1,0,0,2,6,0,1.42
"Ferguson(H, 3)",0.2,0,0,0,0,0,0,0.00
"Hudson, D(H, 8)",1.0,0,0,0,0,2,0,2.53
"Kimbrel(S, 12)",1.0,2,0,0,1,3,0,4.19
,9.0,3,0,0,3,11,0,
