Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2018,DSL Mariners,DSL,ROK,CF,6,5,40.1,12,12,0,0,0,,1.000
2018,DSL Mariners,DSL,ROK,RF,45,45,382.2,100,92,6,2,2,,.980
2018,DSL Mariners,DSL,ROK,DH,9,9,0.0,0,0,0,0,0,,.000
2019,2 Teams,,Minors,CF,36,35,303.1,74,71,2,1,0,,.986
2019,2 Teams,,Minors,RF,43,42,378.2,96,89,5,2,2,,.979
2019,2 Teams,,Minors,CF,36,35,303.1,74,71,2,1,0,,.986
2019,2 Teams,,Minors,RF,43,42,378.2,96,89,5,2,2,,.979
2019,West Virginia Power,SAL,A(Full),CF,23,22,184.2,56,54,2,0,0,,1.000
2019,West Virginia Power,SAL,A(Full),RF,40,39,356.2,94,87,5,2,2,,.979
2019,West Virginia Power,SAL,A(Full),DH,6,6,0.0,0,0,0,0,0,,.000
2019,Modesto Nuts,CAL,A(Adv),CF,13,13,118.2,18,17,0,1,0,,.944
2019,Modesto Nuts,CAL,A(Adv),RF,3,3,22.0,2,2,0,0,0,,1.000
2021,2 Teams,,Minors,DH,12,12,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,CF,13,13,110.0,25,25,0,0,0,,1.000
2021,2 Teams,,Minors,RF,39,39,332.0,87,85,2,0,1,,1.000
2021,2 Teams,,Minors,LF,10,10,85.0,14,13,0,1,0,,.929
2021,2 Teams,,Minors,DH,12,12,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,CF,13,13,110.0,25,25,0,0,0,,1.000
2021,2 Teams,,Minors,RF,39,39,332.0,87,85,2,0,1,,1.000
2021,2 Teams,,Minors,LF,10,10,85.0,14,13,0,1,0,,.929
2021,Everett AquaSox,NWL,A+,LF,1,1,9.0,3,2,0,1,0,,.667
2021,Everett AquaSox,NWL,A+,CF,1,1,9.0,0,0,0,0,0,,.000
2021,Everett AquaSox,NWL,A+,RF,19,19,164.0,41,41,0,0,0,,1.000
2021,Everett AquaSox,NWL,A+,DH,7,7,0.0,0,0,0,0,0,,.000
2021,Arkansas Travelers,TEX,AA,LF,9,9,76.0,11,11,0,0,0,,1.000
2021,Arkansas Travelers,TEX,AA,CF,12,12,101.0,25,25,0,0,0,,1.000
2021,Arkansas Travelers,TEX,AA,RF,20,20,168.0,46,44,2,0,1,,1.000
2021,Arkansas Travelers,TEX,AA,DH,5,5,0.0,0,0,0,0,0,,.000
,DSL Mariners,DSL,ROK,CF,6,5,40.1,12,12,0,0,0,,1.000
,DSL Mariners,DSL,ROK,RF,45,45,382.2,100,92,6,2,2,,.980
,DSL Mariners,DSL,ROK,DH,9,9,0.0,0,0,0,0,0,,.000
,Arkansas Travelers,TEX,AA,LF,9,9,76.0,11,11,0,0,0,,1.000
,Arkansas Travelers,TEX,AA,CF,12,12,101.0,25,25,0,0,0,,1.000
,Arkansas Travelers,TEX,AA,RF,20,20,168.0,46,44,2,0,1,,1.000
,Arkansas Travelers,TEX,AA,DH,5,5,0.0,0,0,0,0,0,,.000
,Everett AquaSox,NWL,A+,LF,1,1,9.0,3,2,0,1,0,,.667
,2 Teams,,A+,CF,14,14,127.2,18,17,0,1,0,,.944
,2 Teams,,A+,RF,22,22,186.0,43,43,0,0,0,,1.000
,Everett AquaSox,NWL,A+,DH,7,7,0.0,0,0,0,0,0,,.000
,Charleston Dirty Birds,ALPB,A,CF,23,22,184.2,56,54,2,0,0,,1.000
,Charleston Dirty Birds,ALPB,A,RF,40,39,356.2,94,87,5,2,2,,.979
,Charleston Dirty Birds,ALPB,A,DH,6,6,0.0,0,0,0,0,0,,.000
,2 Teams,,Minors,LF,10,10,85.0,14,13,0,1,0,,.929
,3 Teams,,Minors,CF,41,39,326.0,93,91,2,0,0,,1.000
,3 Teams,,Minors,RF,105,104,907.1,240,223,13,4,5,,.983
,4 Teams,,Minors,DH,27,27,0.0,0,0,0,0,0,,.000
,2 Teams,,Minors,LF,10,10,85.0,14,13,0,1,0,,.929
,3 Teams,,Minors,CF,41,39,326.0,93,91,2,0,0,,1.000
,3 Teams,,Minors,RF,105,104,907.1,240,223,13,4,5,,.983
Career Minors,4 Teams,,,DH,27,27,0.0,0,0,0,0,0,,.000
