Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Arkansas Travelers,Double-A,Bases Empty,120,104,,34,5,0,5,5,15,22,,,1,.327,.417,.519,.936
Everett AquaSox,High-A,Bases Empty,70,63,,22,7,1,4,4,5,16,,,2,.349,.414,.683,1.097
Arkansas Travelers,Double-A,Bases Loaded,6,6,,3,0,0,1,9,0,2,,,0,.500,.500,1.000,1.500
Everett AquaSox,High-A,Bases Loaded,4,3,,1,0,0,0,4,1,1,,,0,.333,.500,.333,.833
Arkansas Travelers,Double-A,Runner at 1st,41,38,,18,4,0,0,2,3,6,,,0,.474,.512,.579,1.091
Everett AquaSox,High-A,Runner at 1st,29,24,,6,1,1,1,4,5,7,,,0,.250,.379,.500,.879
Arkansas Travelers,Double-A,Runners at 1st & 2nd,12,9,,3,1,0,1,6,2,1,,,1,.333,.500,.778,1.278
Everett AquaSox,High-A,Runners at 1st & 2nd,6,5,,2,0,0,0,1,0,1,,,1,.400,.500,.400,.900
Arkansas Travelers,Double-A,Runners at 1st & 3rd,4,4,,1,0,0,0,1,0,0,,,0,.250,.250,.250,.500
Everett AquaSox,High-A,Runners at 1st & 3rd,2,1,,0,0,0,0,0,1,1,,,0,.000,.500,.000,.500
Arkansas Travelers,Double-A,Runner at 2nd,13,7,,3,0,0,0,2,5,3,,,1,.429,.692,.429,1.121
Everett AquaSox,High-A,Runner at 2nd,15,13,,5,0,0,1,5,2,1,,,0,.385,.467,.615,1.082
Arkansas Travelers,Double-A,Runners at 2nd & 3rd,7,4,,0,0,0,0,0,3,2,,,0,.000,.429,.000,.429
Everett AquaSox,High-A,Runners at 2nd & 3rd,4,4,,1,0,0,0,2,0,0,,,0,.250,.250,.250,.500
Arkansas Travelers,Double-A,Runner at 3rd,3,2,,1,1,0,0,1,1,1,,,0,.500,.667,1.000,1.667
Everett AquaSox,High-A,Runner at 3rd,4,4,,1,0,0,0,1,0,2,,,0,.250,.250,.250,.500
Arkansas Travelers,Double-A,Scoring Position,45,32,,11,2,0,2,19,11,9,,,2,.344,.533,.594,1.127
Everett AquaSox,High-A,Scoring Position,35,30,,10,0,0,1,13,4,6,,,1,.333,.429,.433,.862
