Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Arkansas Travelers,Double-A,Batting Second,194,164,,61,11,0,7,25,27,36,,,3,.372,.469,.567,1.036
Everett AquaSox,High-A,Batting Second,134,117,,38,8,2,6,21,14,29,,,3,.325,.410,.581,.991
Arkansas Travelers,Double-A,Batting Third,12,10,,2,0,0,0,1,2,1,,,0,.200,.333,.200,.533
