PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Severino, L(W, 7-3)",7.0,0,0,0,1,7,0,3.18
"Castro(H, 9)",1.0,2,1,1,0,1,0,4.18
"Effross(S, 4)",1.0,0,0,0,0,1,0,2.54
,9.0,2,1,1,1,9,0,
