BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Duffy3B,4,0,0,0,0,1,1,.307,.699
OhtaniDH,2,1,1,0,2,0,0,.243,.776
TroutCF,4,0,0,0,0,3,4,.278,.965
Walsh1B,4,0,2,2,0,1,0,.257,.779
StassiC,4,0,2,0,0,1,3,.258,.751
MarshLF,4,0,0,0,0,3,2,.256,.673
Rengifo2B,4,0,1,0,0,0,0,.256,.682
LagaresRF,4,0,1,0,0,1,2,.250,.668
"Velazquez, ASS",3,1,0,0,0,2,1,.189,.510
,33,2,7,2,2,12,13,,
