BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
McNeilLF,5,1,2,0,0,0,3,.333,.844
"Marte, SRF",5,3,3,3,0,0,1,.290,.752
PlummerRF,0,0,0,0,0,0,0,.000,.000
LindorSS,3,3,2,3,2,0,2,.296,1.161
Alonso1B,1,0,0,2,1,1,1,.258,.872
Escobar3B,5,0,1,1,0,2,4,.250,.938
"Canó, R2B",4,1,1,1,0,0,2,.211,.618
Guillorme2B,0,0,0,0,0,0,0,.000,.111
"Davis, JDH",3,1,0,0,1,2,0,.182,.630
JankowskiCF,4,1,3,0,0,0,0,.625,1.292
McCannC,4,0,0,0,0,0,4,.063,.274
,34,10,12,10,4,5,17,,
