BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Tapia, RLF",4,1,1,0,0,1,0,.272,.678
Guerrero1B,4,0,2,0,0,0,0,.284,.861
KirkDH,4,0,1,2,0,0,1,.304,.839
"Hernández, TRF",3,0,0,0,1,3,2,.265,.803
MerrifieldRF,0,0,0,0,0,0,0,.240,.633
BichetteSS,4,0,0,0,0,0,1,.256,.715
"Chapman, M3B",3,1,1,1,0,2,0,.235,.781
Espinal2B,4,1,1,0,0,0,1,.271,.705
"Jansen, DC",3,1,0,0,1,2,0,.197,.692
Bradley Jr.CF,3,1,1,2,0,1,0,.211,.577
,32,5,7,5,2,9,5,,
