BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,1,3,1,1,1,0,.304,1.006
"Freeman, F1B",4,0,1,0,1,1,3,.304,.879
TurnerSS,5,1,1,0,0,0,4,.294,.798
"Smith, W.D.C",5,0,0,0,0,1,4,.236,.736
RiosDH,4,1,1,1,0,3,1,.263,.836
"Turner, J3B",3,1,1,1,1,1,0,.226,.676
LuxLF,2,0,0,0,0,0,1,.269,.692
"a-Taylor, ChPH-CF",2,0,1,1,0,0,0,.252,.785
PillarCF-LF,4,0,0,0,0,2,3,.000,.000
Alberto2B,4,1,2,1,0,1,0,.250,.629
,37,5,10,5,3,10,16,,
