Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,21.0,4,3.6,0,1,1,3,75.0
2017,,21.1,56,53.8,2,12,28,30,53.6
2018,,21.5,30,28.0,2,8,17,14,46.7
2019,,22.4,28,23.9,4,4,21,7,25.0
2020,,23.2,12,10.0,2,2,6,5,41.7
2021,,23.4,39,34.0,5,6,20,18,46.2
2022,,23.8,64,64.0,0,10,32,37,57.8
Player,,22.6,233,217.3,16,43,125,114,48.9
