BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Díaz, Y3B",4,0,1,0,0,0,2,.271,.742
Bruján2B-RF,1,0,0,0,0,0,0,.159,.463
Choi1B,4,0,2,0,1,1,0,.287,.857
FrancoSS,5,0,1,0,0,0,5,.260,.691
Paredes2B-3B,5,0,0,0,0,3,4,.232,.864
KiermaierCF,2,1,1,0,2,1,0,.232,.661
"Ramírez, HDH",4,1,2,1,0,1,3,.310,.773
Walls2B,0,0,0,0,0,0,0,.164,.514
"Lowe, JLF",4,0,1,0,0,0,1,.176,.523
"Pinto, RC",4,0,1,1,0,0,2,.167,.417
"Phillips, BRF-P",3,0,0,0,0,1,1,.155,.491
,36,2,9,2,3,7,18,,
