Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2019,HOU,AL,P,9,7,41.0,6,3,3,0,1,,1.000
2020,HOU,AL,P,5,5,29.2,6,4,2,0,0,,1.000
2021,HOU,AL,P,20,20,107.0,12,6,6,0,0,,1.000
2022,HOU,AL,P,29,28,164.1,17,6,11,0,1,,1.000
4 Seasons,HOU,AL,P,63,60,342.0,41,19,22,0,2,,1.000
