Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Houston Astros,MLB,No Outs,,,,29,,,57.0,242,57,,,12,15,37,1.26
Houston Astros,MLB,One Out,,,,29,,,56.0,234,58,,,10,10,48,1.21
Houston Astros,MLB,Two Outs,,,,29,,,51.1,205,39,,,7,13,49,1.01
