PITCHERS - NYM,IP,H,R,ER,BB,SO,HR,ERA
"Scherzer(L, 11-5)",5.2,9,4,4,0,4,2,2.29
Lugo,0.1,0,0,0,0,0,0,3.57
Ottavino,1.0,1,0,0,0,1,0,2.11
"Peterson, D",0.2,1,0,0,0,2,0,3.87
"Smith, Dr",0.1,0,0,0,0,1,0,3.43
,8.0,11,4,4,0,8,2,
