BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,4,1,3,0,0,0,0,.269,.772
SwansonSS,4,1,2,2,0,0,1,.277,.772
"Harris II, MCF",4,0,0,0,0,1,2,.301,.863
Riley3B,4,1,3,0,0,1,0,.278,.888
Olson1B,4,1,2,2,0,1,2,.240,.797
d'ArnaudC,4,0,0,0,0,2,3,.268,.794
OzunaDH,3,0,1,0,0,0,1,.223,.678
"Rosario, ELF",3,0,0,0,0,1,1,.215,.598
Arcia2B,3,0,0,0,0,2,0,.241,.736
,33,4,11,4,0,8,10,,
