BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,1,2,0,0,0,0,.268,.777
Alonso1B,3,1,1,0,1,0,1,.268,.865
LindorSS,4,0,2,0,0,1,3,.274,.794
McNeil2B,4,0,2,1,0,0,1,.323,.819
Escobar3B,4,0,0,1,0,1,4,.240,.725
VogelbachDH,2,0,1,0,0,0,2,.235,.786
"a-Álvarez, FPH-DH",2,0,0,0,0,1,0,.000,.000
CanhaLF,4,0,0,0,0,2,1,.261,.759
NaquinRF,4,0,0,0,0,1,1,.237,.728
NidoC,3,0,0,0,0,1,0,.240,.603
b-GuillormePH,1,0,0,0,0,1,0,.275,.695
,35,2,8,2,1,8,13,,
