Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Toronto Blue Jays,MLB,Bases Empty,,,,31,,,119.0,493,95,,,13,30,119,1.05
Toronto Blue Jays,MLB,Bases Loaded,,,,10,,,3.1,12,2,,,0,0,2,0.60
Toronto Blue Jays,MLB,Runner at 1st,,,,31,,,40.0,148,31,,,3,10,31,1.03
Toronto Blue Jays,MLB,Runners at 1st & 2nd,,,,24,,,10.2,43,5,,,0,4,10,0.84
Toronto Blue Jays,MLB,Runners at 1st & 3rd,,,,11,,,4.0,13,1,,,0,0,2,0.25
Toronto Blue Jays,MLB,Runner at 2nd,,,,23,,,10.2,44,5,,,0,5,10,0.94
Toronto Blue Jays,MLB,Runners at 2nd & 3rd,,,,10,,,4.1,15,2,,,0,0,2,0.46
Toronto Blue Jays,MLB,Runner at 3rd,,,,12,,,4.1,18,3,,,0,2,4,1.15
Toronto Blue Jays,MLB,Scoring Position,,,,30,,,37.1,145,18,,,0,11,30,0.78
