Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Toronto Blue Jays,MLB,First Inning,,,2.03,31,,,31.0,133,26,9,7,1,13,39,1.26
Toronto Blue Jays,MLB,Second Inning,,,0.29,31,,,31.0,106,12,2,1,1,3,27,0.48
Toronto Blue Jays,MLB,Third Inning,,,2.03,31,,,31.0,124,19,8,7,2,12,33,1.00
Toronto Blue Jays,MLB,Fourth Inning,,,1.74,31,,,31.0,121,21,6,6,0,8,25,0.94
Toronto Blue Jays,MLB,Fifth Inning,,,2.90,31,,,31.0,126,27,10,10,5,3,22,0.97
Toronto Blue Jays,MLB,Sixth Inning,,,3.67,29,,,27.0,114,24,13,11,4,9,23,1.22
Toronto Blue Jays,MLB,Seventh Inning,,,3.18,12,,,11.1,46,11,4,4,3,1,8,1.06
Toronto Blue Jays,MLB,Eighth Inning,,,8.10,5,,,3.1,16,4,3,3,0,2,3,1.80
