Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Buffalo Bisons,Triple-A,vs Left,,,,3,,,7.1,29,4,,,1,3,9,0.95
Buffalo Bisons,Triple-A,vs Right,,,,3,,,10.1,37,3,,,0,0,18,0.29
