Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2021,TOR,AL,P,20,20,111.2,10,6,3,1,0,,.900
2022,TOR,AL,P,31,31,196.2,20,5,14,1,1,,.950
2 Seasons,TOR,AL,P,51,51,308.1,30,11,17,2,1,,.933
