BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Fletcher2B,5,1,3,0,0,0,0,.290,.732
TroutCF,3,0,0,0,1,2,3,.268,.956
OhtaniP-DH,2,0,0,0,2,1,2,.260,.862
Rengifo3B,4,0,1,1,0,1,4,.266,.717
Ford1B,3,0,0,0,1,1,4,.157,.493
AdellLF,3,0,0,0,0,1,5,.232,.663
SierraLF,0,0,0,0,0,0,0,.192,.512
"Aguilar, RRF",4,0,1,0,0,2,1,.167,.777
StassiC,4,0,0,0,0,2,1,.189,.583
"Velazquez, ASS",4,1,1,1,0,1,1,.201,.551
,32,2,6,2,4,11,21,,
