BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeCF,6,2,3,0,0,2,3,.318,1.077
Rizzo1B,6,2,2,1,0,1,3,.219,.798
StantonDH,4,3,2,3,2,0,2,.276,.877
LeMahieu2B,3,2,1,0,2,1,3,.262,.752
Carpenter3B,4,3,3,7,1,0,0,.333,1.592
Kiner-FalefaSS,5,1,2,3,0,1,0,.267,.630
GonzalezLF,5,0,0,0,0,2,4,.224,.583
HigashiokaC,5,3,3,2,0,0,3,.172,.505
GalloRF,3,2,1,2,2,0,0,.188,.654
,41,18,17,18,7,7,18,,
