BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SlaterCF,4,0,2,0,1,2,2,.302,.870
Flores2B,4,0,0,0,0,1,3,.248,.763
RufDH,3,0,0,0,1,0,1,.223,.709
Longoria3B,2,0,0,0,0,0,2,.243,.790
Villar3B,1,0,0,0,0,1,2,.211,.772
a-PedersonPH,1,0,0,0,0,1,0,.248,.833
Belt1B,4,0,0,0,0,1,0,.232,.743
EstradaSS,3,1,0,0,1,1,0,.260,.727
"Mercedes, YLF",2,1,0,0,2,0,0,.231,.733
"Gonzalez, LRF",4,0,2,1,0,1,0,.287,.772
BartC,4,0,1,1,0,1,2,.181,.643
,32,2,5,2,5,9,12,,
