BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,1,2,1,0,0,2,.270,.881
TurnerSS,4,1,1,1,0,0,2,.306,.849
"Freeman, F1B",3,1,1,1,1,0,1,.324,.946
"Smith, W.D.C",3,0,1,0,0,0,1,.266,.829
AlbertoDH,2,0,0,0,0,1,1,.239,.627
a-LambPH-DH,2,0,0,0,0,0,3,.222,.821
Muncy3B,4,0,0,0,0,2,1,.157,.616
"Thompson, TLF",3,0,0,0,1,3,0,.234,.725
BellingerCF,4,1,1,0,0,2,2,.209,.650
Lux2B,2,0,1,1,1,1,0,.292,.795
,31,4,7,4,3,9,13,,
