PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Urías, J(W, 9-6)",6.0,2,0,0,2,5,0,2.72
"Ferguson(H, 5)",1.0,1,0,0,1,1,0,0.00
"Phillips, E",1.0,0,0,0,0,1,0,1.66
Moronta,0.2,0,2,2,2,1,0,4.96
"Price(S, 1)",0.1,2,0,0,0,1,0,3.42
,9.0,5,2,2,5,9,0,
