BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SwansonSS,6,1,3,3,0,2,0,.281,.779
"Harris II, MCF",4,1,1,1,2,1,1,.305,.881
Riley3B,6,0,1,0,0,4,3,.278,.887
d'ArnaudC,5,1,2,1,0,1,2,.273,.809
Olson1B,5,0,1,1,0,3,3,.233,.768
"Contreras, WmDH",4,1,0,0,1,2,4,.276,.860
1-HerediaPR-DH,0,1,0,0,0,0,0,.127,.505
"Rosario, ELF",4,2,2,0,1,0,1,.213,.604
Grissom2B,3,0,0,0,0,2,2,.290,.786
a-Acuña Jr.PH-RF,1,1,1,1,1,0,0,.272,.775
GrossmanRF,4,0,0,0,0,2,4,.208,.617
Arcia2B,1,0,0,0,0,0,1,.242,.717
,43,8,11,7,5,17,21,,
