PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
Graterol,1.0,3,2,2,0,1,0,3.21
"Heaney(W, 4-3)",4.0,3,0,0,1,6,0,2.88
"Kimbrel(H, 2)",1.0,1,0,0,0,0,0,3.95
"Ferguson(H, 8)",0.2,1,0,0,1,1,0,1.91
"Martin(H, 8)",0.2,2,0,0,0,1,0,3.13
"Vesia(H, 16)",0.2,0,0,0,0,1,0,2.19
"Price(S, 2)",1.0,0,0,0,1,0,0,2.52
,9.0,10,2,2,3,10,0,
