BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu1B,3,0,0,0,1,0,2,.285,.811
JudgeRF,4,0,1,0,0,0,2,.299,1.057
Donaldson3B,3,0,0,0,1,2,1,.221,.687
Torres2B,4,0,0,0,0,3,2,.251,.757
CarpenterDH,3,0,0,0,0,0,0,.317,1.181
"Hicks, ALF-CF",3,0,0,0,0,0,0,.218,.653
Kiner-FalefaSS,2,0,0,0,1,0,0,.274,.641
LocastroCF,2,0,0,0,0,0,0,.222,.744
a-BenintendiPH-LF,1,0,0,0,0,0,1,.304,.759
HigashiokaC,3,0,1,0,0,1,1,.200,.603
,28,0,2,0,3,6,9,,
