BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Hicks, ALF",5,0,1,0,0,2,1,.212,.626
JudgeRF,4,1,2,0,1,0,1,.302,1.092
Torres2B,4,0,0,0,1,3,5,.237,.706
Kiner-Falefa3B,5,1,1,0,0,1,5,.266,.648
Gonzalez1B,4,0,1,0,0,1,5,.201,.620
AndújarDH,3,1,2,2,1,0,1,.243,.580
FlorialCF,3,0,0,0,0,2,2,.100,.306
a-StantonPH,1,0,0,0,0,1,2,.213,.747
LocastroCF,0,0,0,0,0,0,0,.162,.549
HigashiokaC,3,0,1,0,0,0,1,.193,.573
b-TrevinoPH,1,0,0,0,0,0,0,.254,.689
PerazaSS,3,0,1,0,1,0,1,.278,.770
,36,3,9,2,4,10,24,,
