BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Frazier2B,2,2,0,0,2,0,2,.283,.741
France1B,4,1,3,2,1,0,0,.327,1.002
WinkerLF,4,1,0,0,1,1,5,.143,.500
"Suárez, E3B",3,1,1,1,2,1,0,.186,.765
"Crawford, JSS",4,1,1,3,1,0,2,.310,.934
"Murphy, ToC",4,0,2,0,1,2,3,.467,1.246
ToroDH,3,0,1,0,2,1,1,.194,.673
"Rodríguez, JCF",5,0,0,0,0,4,6,.136,.367
"Moore, DRF",2,0,0,0,0,1,3,.250,.650
a-KelenicPH-RF,3,0,0,0,0,2,0,.154,.560
,34,6,8,6,10,12,22,,
