BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,4,1,1,4,1,0,1,.267,.749
JudgeCF,3,0,1,0,1,0,0,.307,1.041
Rizzo1B,2,1,0,1,1,0,2,.230,.848
StantonRF,4,0,3,0,0,1,2,.309,.925
DonaldsonDH,3,1,0,1,1,1,3,.246,.787
Torres2B,4,1,1,0,0,1,3,.242,.710
Kiner-FalefaSS,4,1,1,1,0,0,2,.271,.648
HigashiokaC,3,1,0,0,1,0,2,.154,.419
"Hicks, ALF",3,1,1,0,1,0,1,.200,.576
,30,7,8,7,6,3,16,,
