PITCHERS - SEA,IP,H,R,ER,BB,SO,HR,ERA
"Gonzales(W, 9-12)",6.0,4,1,1,1,4,0,3.97
"Swanson, E(H, 10)",1.0,0,0,0,0,0,0,0.88
"Brash(H, 5)",0.2,2,0,0,0,0,0,5.15
"Muñoz, A(S, 3)",1.1,0,0,0,0,3,0,2.47
,9.0,6,1,1,1,7,0,
