PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Severino, L(L, 3-1)",6.1,2,4,4,2,8,2,3.38
Marinaccio,0.2,0,0,0,2,1,0,6.14
Schmidt,1.0,0,0,0,0,0,0,0.64
,8.0,2,4,4,4,9,2,
