BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KiermaierCF,4,0,0,0,0,2,3,.232,.689
"Díaz, Y1B",4,0,0,0,0,2,0,.256,.723
FrancoSS,3,1,0,0,1,0,0,.259,.706
ChoiDH,3,2,1,1,1,1,0,.260,.832
MargotLF,3,0,0,0,0,1,2,.339,.881
Walls3B-2B,2,1,1,1,1,0,0,.152,.502
"Phillips, BRF",2,0,0,0,0,1,0,.211,.662
"a-Ramírez, HPH",0,0,0,1,1,0,0,.284,.716
Paredes3B,0,0,0,0,0,0,0,.195,.653
ZuninoC,2,0,0,1,0,2,0,.152,.501
Bruján2B-RF,3,0,0,0,0,0,3,.122,.336
,26,4,2,4,4,9,8,,
