BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Hernández, KCF",4,0,0,0,1,2,2,.000,.133
Devers3B,4,1,1,0,0,1,1,.250,.891
BogaertsSS,3,1,1,0,1,0,0,.364,.917
MartinezDH,4,0,1,1,0,0,1,.231,.616
Dalbec1B,2,1,1,1,1,1,0,.200,.885
ArroyoRF-2B,3,1,0,1,0,1,1,.000,.000
VerdugoLF,3,0,1,0,1,0,2,.455,1.265
PlaweckiC,4,0,0,0,0,2,3,.000,.000
"Araúz, J2B",2,0,0,1,0,0,0,.000,.000
Bradley Jr.RF,1,0,0,0,0,1,1,.000,.143
,30,4,5,4,4,8,11,,
