BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,1,0,0,1,0,.271,.878
TurnerSS,4,0,1,0,0,1,1,.298,.807
"Freeman, F1B",4,0,0,0,0,1,1,.325,.914
"Smith, W.D.C",4,0,0,0,0,0,1,.262,.813
Muncy3B,4,0,1,0,0,1,1,.198,.718
Lux2B,3,0,1,0,0,0,0,.278,.752
BellingerCF,3,0,0,0,0,1,2,.207,.645
"Thompson, TDH",3,1,2,1,0,1,0,.258,.868
GalloLF,3,0,0,0,0,0,1,.159,.631
,32,1,6,1,0,6,7,,
