BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,4,3,2,3,1,0,0,.252,.774
Cronenworth2B,4,3,3,5,1,0,1,.226,.686
"Machado, MDH",4,0,2,2,0,1,1,.329,.944
a-AzocarPH-DH,1,0,0,0,0,0,2,.271,.676
Voit1B,5,0,1,0,0,1,2,.226,.686
MazaraRF,5,0,2,1,0,2,2,.333,.775
AlfaroC,5,1,2,0,0,1,2,.269,.726
GrishamCF,4,2,1,0,1,0,2,.179,.588
KimSS,4,3,2,0,1,0,2,.211,.628
"Alcántara, Se3B",4,1,1,1,0,2,4,.162,.457
,40,13,16,12,4,7,18,,
