PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Montgomery(W, 2-1)",7.0,5,0,0,0,5,0,2.70
Marinaccio,1.0,0,0,0,1,2,0,3.97
Luetge,1.0,0,0,0,0,0,0,4.15
,9.0,5,0,0,1,7,0,
