 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2018,,636,17.1,29.6%,3.6%,425,22.5,0.7%,17.9%
2019,,786,20.1,7.8%,7.1%,592,25.9,0.5%,25.2%
2020,,296,21.2,9.1%,8.4%,159,26.2,0.6%,23.3%
2021,,920,21.1,5.1%,9.0%,488,26.7,0.2%,29.7%
2022,,1036,20.2,9.0%,6.4%,479,25.0,0.0%,19.6%
