Season,Pitches,Zone %,Zone Swing %,Zone Contact %,Chase %,Chase Contact %,Edge %,1st Pitch Swing %,Swing %,Whiff %,Meatball %,Meatball Swing %
2018,"2,031",48.2,61.2,80.6,18.3,66.8,41.7,27.7,39.0,22.1,7.2,78.1
2019,"2,788",44.0,66.8,84.0,20.3,55.2,41.7,29.8,40.8,24.0,6.4,79.9
2020,827,44.5,61.4,84.5,15.9,58.9,44.6,21.2,36.2,21.4,6.9,73.7
2021,"2,601",47.8,60.0,85.3,12.2,56.4,40.3,23.8,35.0,20.0,6.7,75.7
2022,"2,765",46.7,56.3,86.0,17.2,64.2,41.2,23.2,35.5,19.2,6.7,72.8
Player,"11,012",46.4,61.0,84.2,17.0,60.2,41.5,25.7,37.4,21.4,6.7,76.3
MLB,,48.5,66.9,82.0,28.4,58.3,42.6,29.5,47.1,24.7,7.2,76.1
