BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,5,1,1,0,0,1,6,.333,1.012
"Soto, JRF",4,0,2,2,0,0,0,.333,.718
"Machado, M3B",5,0,2,1,0,2,0,.231,.824
BellDH,5,1,1,0,0,2,3,.231,.748
Cronenworth2B,5,0,0,0,0,2,4,.000,.000
Myers1B,4,0,0,0,0,1,3,.000,.000
KimSS,1,3,0,0,3,1,0,.250,.875
GrishamCF,2,1,2,1,1,0,0,.500,1.917
"Nola, AuC",3,0,2,2,0,0,1,.444,1.056
,34,6,10,6,4,9,17,,
