BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu2B,4,2,1,0,1,1,0,.271,.760
BenintendiLF,5,2,2,1,0,0,1,.305,.774
JudgeCF,5,2,3,3,0,1,0,.297,1.065
StantonDH,5,0,1,0,0,1,3,.223,.777
Rizzo1B,2,1,1,1,2,0,1,.225,.832
Donaldson3B,4,0,0,0,0,2,2,.222,.690
"Cabrera, ORF",4,0,0,0,0,0,2,.240,.623
Kiner-FalefaSS,4,0,1,0,0,1,0,.263,.629
HigashiokaC,4,0,0,0,0,0,1,.191,.576
,37,7,9,5,3,6,10,,
