BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
MargotRF,3,0,1,0,1,1,0,.275,.656
KiermaierCF,0,0,0,0,0,0,0,.209,.687
FrancoSS,3,0,0,0,1,0,1,.307,.916
"Díaz, Y1B",3,0,2,0,1,0,0,.294,.830
"Lowe, B2B",4,0,0,0,0,1,4,.183,.587
"Ramírez, HDH",2,2,1,0,2,0,0,.357,.905
"Lowe, JLF",2,0,1,0,0,0,0,.170,.505
a-ArozarenaPH-LF,1,0,0,0,0,1,3,.200,.519
Walls3B,3,0,0,0,0,1,3,.257,.752
"Phillips, BCF-RF",3,0,2,2,0,0,0,.233,.591
"Pinto, RC",3,0,0,0,0,1,2,.333,1.000
,27,2,7,2,5,5,13,,
