BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,5,0,0,0,0,0,1,.268,.785
CanhaLF,3,0,1,0,2,0,0,.273,.746
LindorSS,5,0,1,0,0,2,5,.239,.737
AlonsoDH-1B,4,0,1,0,0,0,2,.273,.881
McNeilRF,4,0,0,0,0,2,2,.311,.807
"Smith, Do1B",3,0,0,0,0,1,0,.210,.600
"a-Davis, JPH",1,0,0,0,0,0,0,.247,.701
HunterP,0,0,0,0,0,0,0,.000,.000
Escobar3B,4,0,1,0,0,0,1,.216,.651
Guillorme2B,4,0,3,0,0,0,1,.303,.734
NidoC,4,0,0,0,0,1,5,.216,.500
,37,0,7,0,2,6,17,,
