PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Urías, J(W, 11-6)",6.0,7,0,0,0,6,0,2.57
"Phillips, E(H, 14)",1.0,0,0,0,0,1,0,1.50
"Almonte(H, 8)",1.0,0,0,0,0,0,0,1.15
"Kimbrel(S, 19)",1.0,1,0,0,1,1,0,4.14
,9.0,8,0,0,1,8,0,
