Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2019,,,,,,,,,53,,,,,,76,,
2020,,,,,,,,,20,,,,,,63,,
2021,17,24,14,15,38,21,18,29,35,9,26,71,60,88,63,3,80
2022,41,41,29,28,61,20,18,47,50,27,61,81,63,96,50,11,61
