Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Arizona Diamondbacks,MLB,First Inning,95,83,10,19,2,0,2,3,11,23,4,2,0,.229,.319,.325,.644
Arizona Diamondbacks,MLB,Second Inning,30,24,5,6,2,0,0,4,6,6,0,0,0,.250,.400,.333,.733
Arizona Diamondbacks,MLB,Third Inning,67,63,4,9,2,0,1,3,4,18,2,0,0,.143,.194,.222,.416
Arizona Diamondbacks,MLB,Fourth Inning,52,40,7,8,3,0,0,8,7,9,2,0,0,.200,.294,.275,.569
Arizona Diamondbacks,MLB,Fifth Inning,53,45,11,17,2,0,3,8,7,4,1,0,0,.378,.453,.622,1.075
Arizona Diamondbacks,MLB,Sixth Inning,52,49,8,15,5,0,0,7,3,10,5,0,0,.306,.346,.408,.754
Arizona Diamondbacks,MLB,Seventh Inning,60,50,7,17,4,1,2,13,7,10,5,1,0,.340,.421,.580,1.001
Arizona Diamondbacks,MLB,Eighth Inning,46,42,8,14,2,0,0,2,4,9,1,0,0,.333,.391,.381,.772
Arizona Diamondbacks,MLB,Ninth Inning,52,46,5,14,3,0,1,8,5,8,2,0,1,.304,.385,.435,.820
Arizona Diamondbacks,MLB,Extra Innings,3,1,1,0,0,0,0,0,1,1,1,0,1,.000,.667,.000,.667
