BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,0,0,0,0,0,1,.271,.870
PeñaSS,4,1,1,0,0,0,0,.263,.760
"Alvarez, YDH",4,2,2,3,0,2,0,.309,1.073
Bregman3B,4,1,2,2,0,0,0,.245,.779
TuckerRF,3,0,1,0,0,0,1,.253,.814
MeyersCF,3,0,0,0,1,2,1,.233,.630
Matijevic1B,3,1,0,0,0,0,2,.159,.570
McCormickLF,4,1,1,2,0,0,1,.229,.726
MaldonadoC,3,1,0,0,0,1,1,.164,.564
,32,7,7,7,1,5,7,,
