PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Germán(L, 0-1)",3.0,6,5,5,1,2,2,15.00
Sears,3.0,1,2,2,0,1,1,2.05
Chapman,1.0,0,0,0,0,2,0,4.50
Loáisiga,1.0,0,0,0,0,0,0,7.45
,8.0,7,7,7,1,5,3,
