Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,PIT,NL,P,18,18,104.0,21,5,14,2,1,,.905
2017,PIT,NL,P,25,25,133.2,24,7,17,0,0,,1.000
2018,PIT,NL,P,32,32,191.0,32,9,23,0,2,,1.000
2019,PIT,NL,P,7,7,37.1,3,1,2,0,0,,1.000
2021,NYY,AL,P,29,29,144.1,14,5,9,0,0,,1.000
2022,NYY,AL,P,32,32,177.1,27,8,18,1,2,,.963
6 Seasons,2 Teams,,P,143,143,787.2,121,35,83,3,5,,.975
