Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2017,,21.6,7,6.7,0,5,5,2,28.6
2018,,23.0,7,6.4,1,12,5,2,28.6
2019,,22.5,16,7.9,8,5,11,0,0.0
2020,,20.9,12,11.6,0,2,8,6,50.0
2021,,22.2,24,23.7,0,6,18,9,37.5
2022,,25.2,14,16.5,-3,5,13,7,50.0
Player,,22.6,80,72.9,7,35,60,26,32.5
