Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
El Paso Chihuahuas,Triple-A,First Inning,6,6,0,1,0,0,0,1,0,2,0,0,0,.167,.167,.167,.334
El Paso Chihuahuas,Triple-A,Second Inning,5,5,1,1,0,0,0,0,0,3,0,0,0,.200,.200,.200,.400
El Paso Chihuahuas,Triple-A,Third Inning,2,2,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000
El Paso Chihuahuas,Triple-A,Fourth Inning,7,7,0,1,0,0,0,0,0,1,0,0,0,.143,.143,.143,.286
El Paso Chihuahuas,Triple-A,Fifth Inning,3,3,1,1,0,0,0,0,0,0,0,0,0,.333,.333,.333,.666
El Paso Chihuahuas,Triple-A,Sixth Inning,8,8,3,2,1,0,1,2,0,1,0,0,0,.250,.250,.750,1.000
El Paso Chihuahuas,Triple-A,Seventh Inning,2,2,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000
El Paso Chihuahuas,Triple-A,Eighth Inning,4,3,1,1,0,0,1,1,1,1,0,0,0,.333,.500,1.333,1.833
El Paso Chihuahuas,Triple-A,Ninth Inning,5,5,0,2,0,0,0,0,0,0,0,0,0,.400,.400,.400,.800
El Paso Chihuahuas,Triple-A,Extra Innings,1,0,0,0,0,0,0,0,1,0,0,0,0,.000,1.000,.000,1.000
